1982,Optimization of Range Checking.,"An analysis is given for optimizing run-time range checks in regions of high execution frequency. These optimizations are accomplished using strength reduction, code motion and common subexpression elimination. Test programs, using the above optimizations, are used to illustrate run-time improvements."
1981,Register Allocation Via Coloring.,"Abstract
Register allocation may be viewed as a graph coloring problem. Each node in the graph stands for a computed quantity that resides in a machine register, and two nodes are connected by an edge if the quantities interfere with each other, that is, if they are simultaneously live at some point in the object program. This approach, though mentioned in the literature, was never implemented before. Preliminary results of an experimental implementation in a PL/I optimizing compiler suggest that global register allocation approaching that of hand-coded assembly language may be attainable."
1980,Communication: Strenght Reduction for Division and Modulo with Application to Accessing a Multilevel Store.,"Abstract:
A method for replacing certain division and modulo operations by additions and subtractions is presented. This optimization allows efficient and easy use of partitioned arrays to access a multilevel store."
1980,Measurement of Programming Improvement Algorithms.,n/a
1977,An Algorithm for Reduction of Operator Strength.,"A simple algorithm which uses an indexed temporary table to perform reduction of operator strength in strongly connected regions is presented. Several extensions, including linear function test replacement, are discussed. These algorithms should fit well into an integrated package of local optimization algorithms."
1976,A Program Data Flow Analysis Procedure.,The global data relationships in a program can be exposed and codified by the static analysis methods described in this paper. A procedure is given which determines all the definitions which can possibly “reach” each node of the control flow graph of the program and all the definitions that are “live” on each edge of the graph. The procedure uses an “interval” ordered edge listing data structure and handles reducible and irreducible graphs indistinguishably.
1974,Optimal decoding of linear codes for minimizing symbol error rate (Corresp.).,"Abstract:
The general problem of estimating the a posteriori probabilities of the states and transitions of a Markov source observed through a discrete memoryless channel is considered. The decoding of linear block and convolutional codes to minimize symbol error probability is shown to be a special case of this problem. An optimal decoding algorithm is derived."
1972,Configurable computers: a new class of general purpose machines.,n/a
1971,Bootstrap Hybrid Decoding for Symmetrical Binary Input Channels.,A new method of decoding is presented that utilizes algebraic constraints across streams of convolutionally encoded information sequences. The scheme works for all channels that are symmetrical from the input. Theoretical performance curves are presented showing the improvement over ordinary sequential decoding and over the older hybrid scheme developed by Falconer. Some simulation results are also reported on.
1964,Universality of Tag Systems with P=2.,"By a simple direct construction it is shown that computations done by Turing machines can be duplicated by a very simple symbol manipulation process. The process is described by a simple form of Post canonical system with some very strong restrictions. This system is monogenic: each formula (string of symbols) of the system can be affected by one and only one production (rule of inference) to yield a unique result. Accordingly, if we begin with a single axiom (initial string) the system generates a simply ordered sequence of formulas, and this operation of a monogenic system brings to mind the idea of a machine. The Post canonical system is further restricted to the “Tag” variety, described briefly below. It was shown in [1] that Tag systems are equivalent to Turing machines. The proof in [1] is very complicated and uses lemmas concerned with a variety of two-tape nonwriting Turing machines. The proof here avoids these otherwise interesting machines and strengthens the main result; obtaining the theorem with a best possible deletion number P = 2. Also, the representation of the Turing machine in the present system has a lower degree of exponentiation, which may be of significance in applications. These systems seem to be of value in establishing unsolvability of combinatorial problems."
1959,Lossless symbol coding with nonprimes (Corresp.).,n/a
