1963,Revised report on the algorithm language ALGOL 60.,The report gives a complete defining description of the international algorithmic language Algol 60. This is a language suitable for expressing a large class of numerical processes in a form suitably concise for direct automatic translation into the language of programmed automatic computers.�
1963,Remarks on algorithm 42: invert.,n/a
1963,Remarks on and certification of algorithm 50: inverse of a finite segment of the Hilbert matrix.,n/a
1963,Remarks on and certification of algorithm 52: a set of test matrices.,n/a
1963,Certification of algorithm for calculating primes by means of GPS.,n/a
1963,Remark on algorithm 107: Gauss's method.,n/a
1963,Certification of algorithms 117 and 118 magic squares (even and odd orders).,n/a
1963,Certification of algorithms 120 and matrix inversion by Gauss-Jordan inversion II.,n/a
1963,Documentation problems: ALGOL 60.,In presenting the following notes I wish to make it clear that they express only my private views. Thus although these views naturally have been greatly influenced by the experience I have gained through my participation in the international ALGOL effort they do not represent the agreed opinion of any group and I alone should be held responsible for any misrepresentations.
1963,"Correction to earlier remarks on algorithm 42 invert, alg. 107 Gauss's method, alg 120 inversion II, and gjr.",n/a
1963,Additional remarks on algorithm 52: a set of test matrices.,n/a
1963,Certification of algorithm 85: Jacobi.,n/a
1963,Revised report on the algorithmic language ALGOL 60.,n/a
1963,GIER-A Danish Computer of Medium Size.,"Abstract:
This paper gives a brief review of the design of the machine GIER (42-bit words, 1-k core store, 12-k drum store, 50-microsecond fixed point, 100-microsecond floating, add time) and its programming systems. The principal subjects are: The order structure, the operating system, the ALGOL 60 system, an evaluation of the order structure, the hardware organization, and the latest hardware extensions, including a hybrid computer system."
1961,A storage allocation scheme for ALGOL 60.,A storage allocation scheme for a machine with a 2048-instruction core store and a magnetic drum is described. The use of the drum for storing program blocks and/or data must be directed by the programmer through auxiliary information in the ALGOL program. The administrative routines controlling the storage at run time are described in full. A detailed example is given.
